* Problem:    Airplane Landing Problem
* Class:      MIP
* Rows:       590
* Columns:    440 (380 integer, 380 binary)
* Non-zeros:  1960
* Format:     Free MPS
*
NAME Airplane_Landing_Problem
 LO BND1 x18 144
 UP BND1 x18 607
 LO BND1 x19 151
 UP BND1 x19 624
 UP BND1 u0,1 1
 UP BND1 u1,0 1
 UP BND1 u0,2 1
 UP BND1 u2,0 1
 UP BND1 u0,3 1
 UP BND1 u3,0 1
 UP BND1 u0,4 1
 UP BND1 u4,0 1
 UP BND1 u0,5 1
 UP BND1 u5,0 1
 UP BND1 u0,6 1
 UP BND1 u6,0 1
 UP BND1 u0,7 1
 UP BND1 u7,0 1
 UP BND1 u0,8 1
 UP BND1 u8,0 1
 UP BND1 u0,9 1
 UP BND1 u9,0 1
 UP BND1 u0,10 1
 UP BND1 u10,0 1
 UP BND1 u0,11 1
 UP BND1 u11,0 1
 UP BND1 u0,12 1
 UP BND1 u12,0 1
 UP BND1 u0,13 1
 UP BND1 u13,0 1
 UP BND1 u0,14 1
 UP BND1 u14,0 1
 UP BND1 u0,15 1
 UP BND1 u15,0 1
 UP BND1 u0,16 1
 UP BND1 u16,0 1
 UP BND1 u0,17 1
 UP BND1 u17,0 1
 UP BND1 u0,18 1
 UP BND1 u18,0 1
 UP BND1 u0,19 1
 UP BND1 u19,0 1
 UP BND1 u1,2 1
 UP BND1 u2,1 1
 UP BND1 u1,3 1
 UP BND1 u3,1 1
 UP BND1 u1,4 1
 UP BND1 u4,1 1
 UP BND1 u1,5 1
 UP BND1 u5,1 1
 UP BND1 u1,6 1
 UP BND1 u6,1 1
 UP BND1 u1,7 1
 UP BND1 u7,1 1
 UP BND1 u1,8 1
 UP BND1 u8,1 1
 UP BND1 u1,9 1
 UP BND1 u9,1 1
 UP BND1 u1,10 1
 UP BND1 u10,1 1
 UP BND1 u1,11 1
 UP BND1 u11,1 1
 UP BND1 u1,12 1
 UP BND1 u12,1 1
 UP BND1 u1,13 1
 UP BND1 u13,1 1
 UP BND1 u1,14 1
 UP BND1 u14,1 1
 UP BND1 u1,15 1
 UP BND1 u15,1 1
 UP BND1 u1,16 1
 UP BND1 u16,1 1
 UP BND1 u1,17 1
 UP BND1 u17,1 1
 UP BND1 u1,18 1
 UP BND1 u18,1 1
 UP BND1 u1,19 1
 UP BND1 u19,1 1
 UP BND1 u2,3 1
 UP BND1 u3,2 1
 UP BND1 u2,4 1
 UP BND1 u4,2 1
 UP BND1 u2,5 1
 UP BND1 u5,2 1
 UP BND1 u2,6 1
 UP BND1 u6,2 1
 UP BND1 u2,7 1
 UP BND1 u7,2 1
 UP BND1 u2,8 1
 UP BND1 u8,2 1
 UP BND1 u2,9 1
 UP BND1 u9,2 1
 UP BND1 u2,10 1
 UP BND1 u10,2 1
 UP BND1 u2,11 1
 UP BND1 u11,2 1
 UP BND1 u2,12 1
 UP BND1 u12,2 1
 UP BND1 u2,13 1
 UP BND1 u13,2 1
 UP BND1 u2,14 1
 UP BND1 u14,2 1
 UP BND1 u2,15 1
 UP BND1 u15,2 1
 UP BND1 u2,16 1
 UP BND1 u16,2 1
 UP BND1 u2,17 1
 UP BND1 u17,2 1
 UP BND1 u2,18 1
 UP BND1 u18,2 1
 UP BND1 u2,19 1
 UP BND1 u19,2 1
 UP BND1 u3,4 1
 UP BND1 u4,3 1
 UP BND1 u3,5 1
 UP BND1 u5,3 1
 UP BND1 u3,6 1
 UP BND1 u6,3 1
 UP BND1 u3,7 1
 UP BND1 u7,3 1
 UP BND1 u3,8 1
 UP BND1 u8,3 1
 UP BND1 u3,9 1
 UP BND1 u9,3 1
 UP BND1 u3,10 1
 UP BND1 u10,3 1
 UP BND1 u3,11 1
 UP BND1 u11,3 1
 UP BND1 u3,12 1
 UP BND1 u12,3 1
 UP BND1 u3,13 1
 UP BND1 u13,3 1
 UP BND1 u3,14 1
 UP BND1 u14,3 1
 UP BND1 u3,15 1
 UP BND1 u15,3 1
 UP BND1 u3,16 1
 UP BND1 u16,3 1
 UP BND1 u3,17 1
 UP BND1 u17,3 1
 UP BND1 u3,18 1
 UP BND1 u18,3 1
 UP BND1 u3,19 1
 UP BND1 u19,3 1
 UP BND1 u4,5 1
 UP BND1 u5,4 1
 UP BND1 u4,6 1
 UP BND1 u6,4 1
 UP BND1 u4,7 1
 UP BND1 u7,4 1
 UP BND1 u4,8 1
 UP BND1 u8,4 1
 UP BND1 u4,9 1
 UP BND1 u9,4 1
 UP BND1 u4,10 1
 UP BND1 u10,4 1
 UP BND1 u4,11 1
 UP BND1 u11,4 1
 UP BND1 u4,12 1
 UP BND1 u12,4 1
 UP BND1 u4,13 1
 UP BND1 u13,4 1
 UP BND1 u4,14 1
 UP BND1 u14,4 1
 UP BND1 u4,15 1
 UP BND1 u15,4 1
 UP BND1 u4,16 1
 UP BND1 u16,4 1
 UP BND1 u4,17 1
 UP BND1 u17,4 1
 UP BND1 u4,18 1
 UP BND1 u18,4 1
 UP BND1 u4,19 1
 UP BND1 u19,4 1
 UP BND1 u5,6 1
 UP BND1 u6,5 1
 UP BND1 u5,7 1
 UP BND1 u7,5 1
 UP BND1 u5,8 1
 UP BND1 u8,5 1
 UP BND1 u5,9 1
 UP BND1 u9,5 1
 UP BND1 u5,10 1
 UP BND1 u10,5 1
 UP BND1 u5,11 1
 UP BND1 u11,5 1
 UP BND1 u5,12 1
 UP BND1 u12,5 1
 UP BND1 u5,13 1
 UP BND1 u13,5 1
 UP BND1 u5,14 1
 UP BND1 u14,5 1
 UP BND1 u5,15 1
 UP BND1 u15,5 1
 UP BND1 u5,16 1
 UP BND1 u16,5 1
 UP BND1 u5,17 1
 UP BND1 u17,5 1
 UP BND1 u5,18 1
 UP BND1 u18,5 1
 UP BND1 u5,19 1
 UP BND1 u19,5 1
 UP BND1 u6,7 1
 UP BND1 u7,6 1
 UP BND1 u6,8 1
 UP BND1 u8,6 1
 UP BND1 u6,9 1
 UP BND1 u9,6 1
 UP BND1 u6,10 1
 UP BND1 u10,6 1
 UP BND1 u6,11 1
 UP BND1 u11,6 1
 UP BND1 u6,12 1
 UP BND1 u12,6 1
 UP BND1 u6,13 1
 UP BND1 u13,6 1
 UP BND1 u6,14 1
 UP BND1 u14,6 1
 UP BND1 u6,15 1
 UP BND1 u15,6 1
 UP BND1 u6,16 1
 UP BND1 u16,6 1
 UP BND1 u6,17 1
 UP BND1 u17,6 1
 UP BND1 u6,18 1
 UP BND1 u18,6 1
 UP BND1 u6,19 1
 UP BND1 u19,6 1
 UP BND1 u7,8 1
 UP BND1 u8,7 1
 UP BND1 u7,9 1
 UP BND1 u9,7 1
 UP BND1 u7,10 1
 UP BND1 u10,7 1
 UP BND1 u7,11 1
 UP BND1 u11,7 1
 UP BND1 u7,12 1
 UP BND1 u12,7 1
 UP BND1 u7,13 1
 UP BND1 u13,7 1
 UP BND1 u7,14 1
 UP BND1 u14,7 1
 UP BND1 u7,15 1
 UP BND1 u15,7 1
 UP BND1 u7,16 1
 UP BND1 u16,7 1
 UP BND1 u7,17 1
 UP BND1 u17,7 1
 UP BND1 u7,18 1
 UP BND1 u18,7 1
 UP BND1 u7,19 1
 UP BND1 u19,7 1
 UP BND1 u8,9 1
 UP BND1 u9,8 1
 UP BND1 u8,10 1
 UP BND1 u10,8 1
 UP BND1 u8,11 1
 UP BND1 u11,8 1
 UP BND1 u8,12 1
 UP BND1 u12,8 1
 UP BND1 u8,13 1
 UP BND1 u13,8 1
 UP BND1 u8,14 1
 UP BND1 u14,8 1
 UP BND1 u8,15 1
 UP BND1 u15,8 1
 UP BND1 u8,16 1
 UP BND1 u16,8 1
 UP BND1 u8,17 1
 UP BND1 u17,8 1
 UP BND1 u8,18 1
 UP BND1 u18,8 1
 UP BND1 u8,19 1
 UP BND1 u19,8 1
 UP BND1 u9,10 1
 UP BND1 u10,9 1
 UP BND1 u9,11 1
 UP BND1 u11,9 1
 UP BND1 u9,12 1
 UP BND1 u12,9 1
 UP BND1 u9,13 1
 UP BND1 u13,9 1
 UP BND1 u9,14 1
 UP BND1 u14,9 1
 UP BND1 u9,15 1
 UP BND1 u15,9 1
 UP BND1 u9,16 1
 UP BND1 u16,9 1
 UP BND1 u9,17 1
 UP BND1 u17,9 1
 UP BND1 u9,18 1
 UP BND1 u18,9 1
 UP BND1 u9,19 1
 UP BND1 u19,9 1
 UP BND1 u10,11 1
 UP BND1 u11,10 1
 UP BND1 u10,12 1
 UP BND1 u12,10 1
 UP BND1 u10,13 1
 UP BND1 u13,10 1
 UP BND1 u10,14 1
 UP BND1 u14,10 1
 UP BND1 u10,15 1
 UP BND1 u15,10 1
 UP BND1 u10,16 1
 UP BND1 u16,10 1
 UP BND1 u10,17 1
 UP BND1 u17,10 1
 UP BND1 u10,18 1
 UP BND1 u18,10 1
 UP BND1 u10,19 1
 UP BND1 u19,10 1
 UP BND1 u11,12 1
 UP BND1 u12,11 1
 UP BND1 u11,13 1
 UP BND1 u13,11 1
 UP BND1 u11,14 1
 UP BND1 u14,11 1
 UP BND1 u11,15 1
 UP BND1 u15,11 1
 UP BND1 u11,16 1
 UP BND1 u16,11 1
 UP BND1 u11,17 1
 UP BND1 u17,11 1
 UP BND1 u11,18 1
 UP BND1 u18,11 1
 UP BND1 u11,19 1
 UP BND1 u19,11 1
 UP BND1 u12,13 1
 UP BND1 u13,12 1
 UP BND1 u12,14 1
 UP BND1 u14,12 1
 UP BND1 u12,15 1
 UP BND1 u15,12 1
 UP BND1 u12,16 1
 UP BND1 u16,12 1
 UP BND1 u12,17 1
 UP BND1 u17,12 1
 UP BND1 u12,18 1
 UP BND1 u18,12 1
 UP BND1 u12,19 1
 UP BND1 u19,12 1
 UP BND1 u13,14 1
 UP BND1 u14,13 1
 UP BND1 u13,15 1
 UP BND1 u15,13 1
 UP BND1 u13,16 1
 UP BND1 u16,13 1
 UP BND1 u13,17 1
 UP BND1 u17,13 1
 UP BND1 u13,18 1
 UP BND1 u18,13 1
 UP BND1 u13,19 1
 UP BND1 u19,13 1
 UP BND1 u14,15 1
 UP BND1 u15,14 1
 UP BND1 u14,16 1
 UP BND1 u16,14 1
 UP BND1 u14,17 1
 UP BND1 u17,14 1
 UP BND1 u14,18 1
 UP BND1 u18,14 1
 UP BND1 u14,19 1
 UP BND1 u19,14 1
 UP BND1 u15,16 1
 UP BND1 u16,15 1
 UP BND1 u15,17 1
 UP BND1 u17,15 1
 UP BND1 u15,18 1
 UP BND1 u18,15 1
 UP BND1 u15,19 1
 UP BND1 u19,15 1
 UP BND1 u16,17 1
 UP BND1 u17,16 1
 UP BND1 u16,18 1
 UP BND1 u18,16 1
 UP BND1 u16,19 1
 UP BND1 u19,16 1
 UP BND1 u17,18 1
 UP BND1 u18,17 1
 UP BND1 u17,19 1
 UP BND1 u19,17 1
 UP BND1 u18,19 1
 UP BND1 u19,18 1
ENDATA
